feature,modality,feature_group,feature_type,aggregation,analysis_role,class_id,class_name,n_subjects_total,n_nonmissing,missing_subject_fraction,median,q25,q75,iqr,cn_reference_median,median_diff_vs_cn,robust_smd_vs_cn,cliffs_delta_vs_cn,abs_cliffs_delta_vs_cn,max_abs_cliffs_delta_non_cn
sleep__sleep_rmssd_5min__nonzero_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q10__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,11.2,4,15.4,11.4,11.2,0,0,0,0,0.1018773467
sleep__sleep_rmssd_5min__q10__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,13.1,4.4125,17,12.5875,11.2,1.9,0.2134415854,0.1018773467,0.1018773467,0.1018773467
sleep__sleep_rmssd_5min__q10__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,12.85,4.55,13.375,8.825,11.2,1.65,0.218346217,0.01699346405,0.01699346405,0.1018773467
sleep__sleep_rmssd_5min__q10__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,13,0,16.5,16.5,13,0,0,0,0,0.168627451
sleep__sleep_rmssd_5min__q10__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,12,0,14.2,14.2,13,-1,-0.08763713581,-0.1309136421,0.1309136421,0.168627451
sleep__sleep_rmssd_5min__q10__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,10,0,15.4,15.4,13,-3,-0.2535796915,-0.168627451,0.168627451,0.168627451
sleep__sleep_rmssd_5min__q10__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q10__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q10__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q25__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,5.5,4,9.375,5.375,5.5,0,0,0,0,0.06458072591
sleep__sleep_rmssd_5min__q25__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,5.875,3.90625,8.25,4.34375,5.5,0.375,0.1035217397,-0.06458072591,0.06458072591,0.06458072591
sleep__sleep_rmssd_5min__q25__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,5.125,4.625,7.75,3.125,5.5,-0.375,-0.1150663546,-0.02352941176,0.02352941176,0.06458072591
sleep__sleep_rmssd_5min__q25__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,19,17,22.375,5.375,19,0,0,0,0,0.2797385621
sleep__sleep_rmssd_5min__q25__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,19,15,22.5,7.5,19,0,0,-0.06232790989,0.06232790989,0.2797385621
sleep__sleep_rmssd_5min__q25__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,18,14.625,19,4.375,19,-1,-0.2752738791,-0.2797385621,0.2797385621,0.2797385621
sleep__sleep_rmssd_5min__q25__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q25__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q25__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q75__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,9.0625,7,13.1875,6.1875,9.0625,0,0,0,0,0.1921568627
sleep__sleep_rmssd_5min__q75__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,9.25,7.6875,11.8125,4.125,9.0625,0.1875,0.04810193933,-0.01952440551,0.01952440551,0.1921568627
sleep__sleep_rmssd_5min__q75__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,11.125,9.125,15,5.875,9.0625,2.0625,0.4611613319,0.1921568627,0.1921568627,0.1921568627
sleep__sleep_rmssd_5min__q75__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,33.5,29,42,13,33.5,0,0,0,0,0.1620915033
sleep__sleep_rmssd_5min__q75__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,34,25.75,38.75,13,33.5,0.5,0.05188461538,-0.06683354193,0.06683354193,0.1620915033
sleep__sleep_rmssd_5min__q75__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,26.75,26,40,14,33.5,-6.75,-0.6740378554,-0.1620915033,0.1620915033,0.1620915033
sleep__sleep_rmssd_5min__q75__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q75__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q75__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q90__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,12.3,9.3,16.925,7.625,12.3,0,0,0,0,0.02653316646
sleep__sleep_rmssd_5min__q90__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,11.65,9.425,16.0625,6.6375,12.3,-0.65,-0.1226651415,-0.02653316646,0.02653316646,0.02653316646
sleep__sleep_rmssd_5min__q90__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,12.525,9.65,17,7.35,12.3,0.225,0.040530729,0.02483660131,0.02483660131,0.02653316646
sleep__sleep_rmssd_5min__q90__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,41,36,50.9,14.9,41,0,0,0,0,0.0954248366
sleep__sleep_rmssd_5min__q90__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,42,31.95,50,18.05,41,1,0.08151001604,-0.01902377972,0.01902377972,0.0954248366
sleep__sleep_rmssd_5min__q90__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,38,33.4,48.5,15.1,41,-3,-0.2697940046,-0.0954248366,0.0954248366,0.0954248366
sleep__sleep_rmssd_5min__q90__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q90__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__q90__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__std__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,0,CN,85,85,0,5.342833436,4.250367285,7.096562642,2.846195357,5.342833436,0,0,0,0,0.1163398693
sleep__sleep_rmssd_5min__std__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,1,MCI,47,47,0,5.293797268,4.463174989,7.547340557,3.084165569,5.342833436,-0.04903616738,-0.02229091864,-0.004755944931,0.004755944931,0.1163398693
sleep__sleep_rmssd_5min__std__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,candidate,2,DEM,9,9,0,5.743525731,4.34343178,8.138647246,3.795215465,5.342833436,0.400692295,0.1611400026,0.1163398693,0.1163398693,0.1163398693
sleep__sleep_rmssd_5min__std__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,0,CN,85,85,0,12.66954952,10.15086203,15.29303351,5.14217148,12.66954952,0,0,0,0,0.0703379224
sleep__sleep_rmssd_5min__std__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,1,MCI,47,47,0,13.42013105,10.03316631,17.51361852,7.480452209,12.66954952,0.7505815239,0.1577479057,0.0703379224,0.0703379224,0.0703379224
sleep__sleep_rmssd_5min__std__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,candidate,2,DEM,9,9,0,12.89577004,10.57545085,15.31409746,4.738646607,12.66954952,0.2262205167,0.06171904054,0.04575163399,0.04575163399,0.0703379224
sleep__sleep_rmssd_5min__std__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__std__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__std__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__valid_count__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,85,0,22,17.75,28.75,11,22,0,0,0,0,0.3620915033
sleep__sleep_rmssd_5min__valid_count__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,47,0,24,19.625,30.125,10.5,22,2,0.2509089035,0.1071339174,0.1071339174,0.3620915033
sleep__sleep_rmssd_5min__valid_count__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,9,0,25.75,25,38,13,22,3.75,0.4201063212,0.3620915033,0.3620915033,0.3620915033
sleep__sleep_rmssd_5min__valid_count__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,0,CN,85,85,0,95,86,103,17,95,0,0,0,0,0.4588235294
sleep__sleep_rmssd_5min__valid_count__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,47,0,97,90,103.5,13.5,95,2,0.1757645399,0.08685857322,0.08685857322,0.4588235294
sleep__sleep_rmssd_5min__valid_count__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,9,0,122,91,123,32,95,27,1.421537591,0.4588235294,0.4588235294,0.4588235294
sleep__sleep_rmssd_5min__valid_count__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__valid_count__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__valid_count__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__valid_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,0,CN,85,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,0,1,,,,,,,,,,
sleep__sleep_rmssd_5min__valid_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_rmssd_5min__valid_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_rmssd_5min__valid_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,1,1,1,0,1,0,,0,0,0
sleep__sleep_rmssd_5min__zero_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,0,CN,85,85,0,0.08316281552,0.05336904406,0.1099447478,0.05657570378,0.08316281552,0,0,0,0,0.3045751634
sleep__sleep_rmssd_5min__zero_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,1,MCI,47,47,0,0.08367933568,0.05276266302,0.1122285838,0.05946592073,0.08316281552,0.0005165201532,0.01200551382,0.04580725907,0.04580725907,0.3045751634
sleep__sleep_rmssd_5min__zero_ratio__subject_day_iqr,sleep,sleep_rmssd_5min,parsed_intraday,subject_day_iqr,negative_control,2,DEM,9,9,0,0.1118904726,0.09039461851,0.1322506742,0.04185605573,0.08316281552,0.0287276571,0.7787613795,0.3045751634,0.3045751634,0.3045751634
sleep__sleep_rmssd_5min__zero_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,0,CN,85,85,0,0.07655677656,0.04791965567,0.1125217391,0.06460208346,0.07655677656,0,0,0,0,0.1712418301
sleep__sleep_rmssd_5min__zero_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,1,MCI,47,47,0,0.08333333333,0.05565352971,0.1228893024,0.06723577268,0.07655677656,0.006776556777,0.1386513986,0.1261576971,0.1261576971,0.1712418301
sleep__sleep_rmssd_5min__zero_ratio__subject_median,sleep,sleep_rmssd_5min,parsed_intraday,subject_median,negative_control,2,DEM,9,9,0,0.08846529814,0.075,0.1450381679,0.07003816794,0.07655677656,0.01190852159,0.2384356497,0.1712418301,0.1712418301,0.1712418301
sleep__sleep_rmssd_5min__zero_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__zero_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd_5min__zero_ratio__subject_missing_fraction,sleep,sleep_rmssd_5min,parsed_intraday,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,8.25,6,11.75,5.75,8.25,0,0,0,0,0.1098039216
sleep__sleep_rmssd__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,8.25,6,11,5,8.25,0,0,-0.0365456821,0.0365456821,0.1098039216
sleep__sleep_rmssd__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,10.75,7,12,5,8.25,2.5,0.6259203772,0.1098039216,0.1098039216,0.1098039216
sleep__sleep_rmssd__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,29,25,36,11,29,0,0,0,0,0.1647058824
sleep__sleep_rmssd__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,30,22,34,12,29,1,0.1171936311,-0.05031289111,0.05031289111,0.1647058824
sleep__sleep_rmssd__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,24,23,35,12,29,-5,-0.5859681555,-0.1647058824,0.1647058824,0.1647058824
sleep__sleep_rmssd__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_rmssd__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,10.25,8.5,13,4.5,10.25,0,0,0,0,0.2196078431
sleep__sleep_score__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,11,9.25,13.625,4.375,10.25,0.75,0.2279773888,0.1306633292,0.1306633292,0.2196078431
sleep__sleep_score__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,11.75,9,14.5,5.5,10.25,1.5,0.4026915509,0.2196078431,0.2196078431,0.2196078431
sleep__sleep_score__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,74.5,68,80,12,74.5,0,0,0,0,0.05106382979
sleep__sleep_score__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,74,69.5,78,8.5,74.5,-0.5,-0.06486626527,-0.05106382979,0.05106382979,0.05106382979
sleep__sleep_score__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,72,68,80,12,74.5,-2.5,-0.2810416667,-0.03921568627,0.03921568627,0.05106382979
sleep__sleep_score__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_alignment__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,7,0,20.75,20.75,7,0,0,0,0,0.2247809762
sleep__sleep_score_alignment__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,0,0,10.125,10.125,7,-7,-0.5784016947,-0.2247809762,0.2247809762,0.2247809762
sleep__sleep_score_alignment__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,5,0,24,24,7,-2,-0.1202642563,0.08235294118,0.08235294118,0.2247809762
sleep__sleep_score_alignment__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,100,94,100,6,100,0,0,0,0,0.1972465582
sleep__sleep_score_alignment__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,100,100,100,0,100,0,0,0.1972465582,0.1972465582,0.1972465582
sleep__sleep_score_alignment__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,100,94,100,6,100,0,0,-0.001307189542,0.001307189542,0.1972465582
sleep__sleep_score_alignment__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_alignment__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_alignment__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_deep__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,5.5,2.25,25.75,23.5,5.5,0,0,0,0,0.5516339869
sleep__sleep_score_deep__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,16,2.5,33.25,30.75,5.5,10.5,0.5175919596,0.1599499374,0.1599499374,0.5516339869
sleep__sleep_score_deep__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,35,23.5,39.5,16,5.5,29.5,1.9795939,0.5516339869,0.5516339869,0.5516339869
sleep__sleep_score_deep__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,96,89,98,9,96,0,0,0,0,0.4196078431
sleep__sleep_score_deep__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,95.5,68.5,96.5,28,96,-0.5,-0.03243313263,-0.176971214,0.176971214,0.4196078431
sleep__sleep_score_deep__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,69,55,95,40,96,-27,-1.256339039,-0.4196078431,0.4196078431,0.4196078431
sleep__sleep_score_deep__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_deep__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_deep__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,2,DEM,9,9,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_disturbances__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,0,CN,85,85,0,9.5,8,11,3,9.5,0,0,0,0,0.211514393
sleep__sleep_score_disturbances__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,1,MCI,47,47,0,10.5,9,12.25,3.25,9.5,1,0.4313350699,0.211514393,0.211514393,0.211514393
sleep__sleep_score_disturbances__subject_day_iqr,sleep,daily_scalar,scalar,subject_day_iqr,candidate,2,DEM,9,9,0,9.5,9,11.5,2.5,9.5,0,0,0.1490196078,0.1490196078,0.211514393
sleep__sleep_score_disturbances__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,0,CN,85,85,0,66,58,73,15,66,0,0,0,0,0.2169934641
sleep__sleep_score_disturbances__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,1,MCI,47,47,0,64.5,57.25,70,12.75,66,-1.5,-0.1453608093,-0.05882352941,0.05882352941,0.2169934641
sleep__sleep_score_disturbances__subject_median,sleep,daily_scalar,scalar,subject_median,candidate,2,DEM,9,9,0,60,48,68,20,66,-6,-0.457865783,-0.2169934641,0.2169934641,0.2169934641
sleep__sleep_score_disturbances__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,0,CN,85,85,0,0,0,0,0,0,0,,0,0,0
sleep__sleep_score_disturbances__subject_missing_fraction,sleep,daily_scalar,scalar,subject_missing_fraction,negative_control,1,MCI,47,47,0,0,0,0,0,0,0,,0,0,0
